,City,Longitude,Latitude,Address
32,Berkeley,-122.268901,37.870967,"2072, Addison Street, Downtown Berkeley, Berkeley, Alameda County, California, 94704, United States of America"
33,Berkeley,-122.270178,37.871816,"Fast Imaging Center, 2022, University Avenue, Downtown Berkeley, Berkeley, Alameda County, California, 94704, United States of America"
34,Berkeley,-122.267932,37.859301,"2086, Ward Street, San Pablo Park, Berkeley, Alameda County, California, 94703, United States of America"
35,Berkeley,-122.282533,37.854994,"2841, Park Street, San Pablo Park, Berkeley, Alameda County, California, 94702, United States of America"
36,Berkeley,-122.293992,37.879825,"Stannage Avenue, Westbrae, Berkeley, Alameda County, California, 94710, United States of America"
37,Berkeley,-122.276034,37.872213,"1916, Grant Street, North Berkeley, Berkeley, Alameda County, California, 94704, United States of America"
38,Berkeley,-122.263793,37.862092,"2243, Carleton Street, LeConte, Berkeley, Alameda County, California, 94704, United States of America"
39,Berkeley,-122.263579,37.874511,"Hearst Avenue, Northside, Berkeley, Alameda County, California, 94720, United States of America"
40,Berkeley,-122.288989,37.877991,"1299, Hopkins Street, Westbrae, Berkeley, Alameda County, California, 94702, United States of America"
41,Berkeley,-122.262169,37.872027,"Valley Life Sciences Building, Campanile Way, Northside, Berkeley, Alameda County, California, 94720, United States of America"
42,Berkeley,-122.288096,37.856603,"San Pablo Avenue, San Pablo Park, Berkeley, Alameda County, California, 94710, United States of America"
43,Berkeley,-122.270216,37.865033,"2410, Milvia Street, Downtown Berkeley, Berkeley, Alameda County, California, 94704, United States of America"
44,Berkeley,-122.273609,37.880483,"1423, Bonita Avenue, North Berkeley, Berkeley, Alameda County, California, 94709, United States of America"
45,Berkeley,-122.257271,37.879686,"2710, Cedar Street, Northside, Berkeley, Alameda County, California, 94708, United States of America"
46,Berkeley,-122.286421,37.866767,"Berkeley Youth Alternatives (BYA), 1255, Allston Way, Poets Corner, Berkeley, Alameda County, California, 94702, United States of America"
47,Berkeley,-122.256659,37.873517,"University Drive, Northside, Berkeley, Alameda County, California, 94720, United States of America"
48,Berkeley,-122.269252,37.860454,"2619, Milvia Street, South Berkeley, Berkeley, Alameda County, California, 95704, United States of America"
49,Berkeley,-122.2775,37.872263,"1929, McGee Avenue, Central Berkeley, Berkeley, Alameda County, California, 94703, United States of America"
